"method","estimate","std_error","ci_lower","ci_upper","p_value","converged","runtime_seconds","n_records","failure_reason","warning","scenario_id","mechanism","structure","true_beta3","replicate","seed","absolute_error","z_value","reject_005","ci_covers_truth","ci_width","error","squared_error"
"M9_single_process_IIW_GEE",0.199796518796127,0.0275979457138362,0.145704545197008,0.253888492395246,4.50198639504381e-13,TRUE,0.430000000000007,24648,"","","VD_SH_A","VD","SH",0.2,2,20860002,0.000203481203873007,7.23954314816841,TRUE,TRUE,0.108183947198238,-0.000203481203873007,4.14046003296083e-08
"M10_separate_two_process_IIW_GEE",0.210885661710069,0.0270729665438407,0.157822647284141,0.263948676135997,6.72593715881847e-15,TRUE,0.549999999999983,24648,"","","VD_SH_A","VD","SH",0.2,2,20860002,0.0108856617100692,7.78952913669697,TRUE,TRUE,0.106126028851856,0.0108856617100692,0.000118497630866066
"M11_combined_two_process_IIW_GEE",0.211438975259229,0.0269557373089979,0.158605730133593,0.264272220384865,4.36652996882856e-15,TRUE,0.420000000000016,24648,"","","VD_SH_A","VD","SH",0.2,2,20860002,0.011438975259229,7.84393217798018,TRUE,TRUE,0.105666490251272,0.011438975259229,0.000130850154981254
"M12_oracle_combined_IIW_GEE",0.205102240613368,0.0268684984613744,0.152439983629074,0.257764497597662,2.28361947353688e-14,TRUE,0.419999999999987,24648,"","","VD_SH_A","VD","SH",0.2,2,20860002,0.005102240613368,7.63355797154868,TRUE,TRUE,0.105324513968588,0.005102240613368,2.60328592767019e-05
"M8_patient_clustered_GEE",-0.0491835494025299,0.0337018180290771,-0.115239112739521,0.0168720139344612,0.144462259958267,TRUE,0.439999999999998,23282,"","","VS_B_N","VS","B",0,1,20960001,0.0491835494025299,-1.45937377503183,FALSE,TRUE,0.132111126673982,-0.0491835494025299,0.0024190215318311
"M9_single_process_IIW_GEE",-0.00206230169058807,0.0283724475858207,-0.0576722989587967,0.0535476955776206,0.942055373383788,TRUE,0.549999999999983,23282,"","","VS_B_N","VS","B",0,1,20960001,0.00206230169058807,-0.0726867741794232,FALSE,TRUE,0.111219994536417,-0.00206230169058807,4.25308826300242e-06
"M10_separate_two_process_IIW_GEE",0.000241101223708235,0.0280260269256852,-0.0546899115506347,0.0551721139980512,0.993136074131794,TRUE,0.430000000000007,23282,"","","VS_B_N","VS","B",0,1,20960001,0.000241101223708235,0.00860276143841391,FALSE,TRUE,0.109862025548686,0.000241101223708235,5.81298000736082e-08
"M11_combined_two_process_IIW_GEE",-0.00228185455516869,0.0279183657318215,-0.0570018513895387,0.0524381422792014,0.934858957068531,TRUE,0.469999999999999,23282,"","","VS_B_N","VS","B",0,1,20960001,0.00228185455516869,-0.0817330991752078,FALSE,TRUE,0.10943999366874,-0.00228185455516869,5.20686021094409e-06
"M12_oracle_combined_IIW_GEE",-0.000658397003268804,0.0279243975630635,-0.0553902162268732,0.0540734222203356,0.981189347629097,TRUE,0.569999999999993,23282,"","","VS_B_N","VS","B",0,1,20960001,0.000658397003268804,-0.0235778409106912,FALSE,TRUE,0.109463638447209,-0.000658397003268804,4.33486613913341e-07
"M8_patient_clustered_GEE",-0.0502031470911045,0.0321595144830293,-0.113235795477842,0.012829501295633,0.118508014496824,TRUE,0.470000000000027,23491,"","","VS_B_N","VS","B",0,2,20960002,0.0502031470911045,-1.5610666982425,FALSE,TRUE,0.126065296773475,-0.0502031470911045,0.00252035597785107
"M9_single_process_IIW_GEE",-0.0510340959589068,0.0291861127166014,-0.108238876883445,0.00617068496563198,0.0803645765501735,TRUE,0.470000000000027,23491,"","","VS_B_N","VS","B",0,2,20960002,0.0510340959589068,-1.74857462021237,FALSE,TRUE,0.114409561849077,-0.0510340959589068,0.0026044789503429
"M10_separate_two_process_IIW_GEE",-0.0489074609591962,0.0285111419407023,-0.104789299162973,0.00697437724458026,0.0862754622130918,TRUE,0.5,23491,"","","VS_B_N","VS","B",0,2,20960002,0.0489074609591962,-1.71538064174751,FALSE,TRUE,0.111763676407553,-0.0489074609591962,0.0023919397374753
"M11_combined_two_process_IIW_GEE",-0.0482179931883245,0.0284060109424341,-0.103893774635495,0.00745778825884644,0.089610220407231,TRUE,0.420000000000016,23491,"","","VS_B_N","VS","B",0,2,20960002,0.0482179931883245,-1.69745738977712,FALSE,TRUE,0.111351562894342,-0.0482179931883245,0.0023249748671093
"M12_oracle_combined_IIW_GEE",-0.0474995798859641,0.0285320051266269,-0.103422309934153,0.0084231501622246,0.0959561771013355,TRUE,0.399999999999977,23491,"","","VS_B_N","VS","B",0,2,20960002,0.0474995798859641,-1.66478239700147,FALSE,TRUE,0.111845460096377,-0.0474995798859641,0.00225621008934308
"M8_patient_clustered_GEE",0.198343628649395,0.0330533144146304,0.13355913239672,0.263128124902071,1.96446547231204e-09,TRUE,0.719999999999999,26190,"","","VS_B_A","VS","B",0.2,1,21060001,0.00165637135060459,6.00071829896739,TRUE,TRUE,0.129568992505351,-0.00165637135060459,2.74356605110368e-06
"M9_single_process_IIW_GEE",0.169967372709818,0.0261937787154655,0.118627566427506,0.221307178992131,8.64968377081814e-11,TRUE,0.700000000000017,26190,"","","VS_B_A","VS","B",0.2,1,21060001,0.0300326272901818,6.48884510158379,TRUE,TRUE,0.102679612564625,-0.0300326272901818,0.000901958701950971
"M10_separate_two_process_IIW_GEE",0.174742375664362,0.0253430614371584,0.125069975247531,0.224414776081192,5.38354010420401e-12,TRUE,0.609999999999985,26190,"","","VS_B_A","VS","B",0.2,1,21060001,0.0252576243356382,6.89507761710871,TRUE,TRUE,0.0993448008336609,-0.0252576243356382,0.000637947587080225
"M11_combined_two_process_IIW_GEE",0.17683692000616,0.0254620727819077,0.126931257353621,0.226742582658699,3.78163049828399e-12,TRUE,0.689999999999998,26190,"","","VS_B_A","VS","B",0.2,1,21060001,0.0231630799938399,6.94511093110271,TRUE,TRUE,0.0998113253050782,-0.0231630799938399,0.000536528274801026
"M12_oracle_combined_IIW_GEE",0.167387611828253,0.02526841906633,0.117861510458246,0.21691371319826,3.48708479193422e-11,TRUE,0.650000000000006,26190,"","","VS_B_A","VS","B",0.2,1,21060001,0.032612388171747,6.6243800765239,TRUE,TRUE,0.0990522027400136,-0.032612388171747,0.00106356786226471
"M8_patient_clustered_GEE",0.158858906692842,0.0321507429387312,0.0958434505329289,0.221874362852755,7.76970478284802e-07,TRUE,0.450000000000045,25325,"","","VS_B_A","VS","B",0.2,2,21060002,0.041141093307158,4.94106487665231,TRUE,TRUE,0.126030912319826,-0.041141093307158,0.00169258955850828
"M9_single_process_IIW_GEE",0.176885351664435,0.028271674092969,0.121472870442216,0.232297832886655,3.93389898510004e-10,TRUE,0.519999999999982,25325,"","","VS_B_A","VS","B",0.2,2,21060002,0.0231146483355647,6.25662813891965,TRUE,TRUE,0.110824962444438,-0.0231146483355647,0.000534286967676823
"M10_separate_two_process_IIW_GEE",0.176654463012187,0.0278712687088733,0.122026776342795,0.231282149681578,2.32422319810694e-10,TRUE,0.5,25325,"","","VS_B_A","VS","B",0.2,2,21060002,0.0233455369878133,6.3382282614191,TRUE,TRUE,0.109255373338783,-0.0233455369878133,0.000545014097249358
"M11_combined_two_process_IIW_GEE",0.177524129743316,0.0278069881602069,0.12302243294931,0.232025826537322,1.72346165019356e-10,TRUE,0.480000000000018,25325,"","","VS_B_A","VS","B",0.2,2,21060002,0.022475870256684,6.38415526056005,TRUE,TRUE,0.109003393588011,-0.022475870256684,0.000505164743795294
"M12_oracle_combined_IIW_GEE",0.174951743778922,0.0276073023740454,0.120841431125793,0.229062056432051,2.34047089786902e-10,TRUE,0.5,25325,"","","VS_B_A","VS","B",0.2,2,21060002,0.0250482562210776,6.33715461976469,TRUE,TRUE,0.108220625306258,-0.0250482562210776,0.000627415139716755
"M8_patient_clustered_GEE",-0.0338914799083836,0.0301732756755349,-0.0930311002324321,0.0252481404156648,0.261340507359264,TRUE,0.439999999999998,23502,"","","VS_SH_N","VS","SH",0,1,21160001,0.0338914799083836,-1.12322839166791,FALSE,TRUE,0.118279240648097,-0.0338914799083836,0.00114863241038037
"M9_single_process_IIW_GEE",-0.043654060668549,0.0269574646322821,-0.0964906913478218,0.00918257001072387,0.105368067164156,TRUE,0.439999999999998,23502,"","","VS_SH_N","VS","SH",0,1,21160001,0.043654060668549,-1.61936818851549,FALSE,TRUE,0.105673261358546,-0.043654060668549,0.00190567701285335
"M10_separate_two_process_IIW_GEE",-0.0329081512741241,0.0265848434813122,-0.085014444497496,0.0191981419492478,0.215770251169292,TRUE,0.419999999999987,23502,"","","VS_SH_N","VS","SH",0,1,21160001,0.0329081512741241,-1.23785386576592,FALSE,TRUE,0.104212586446744,-0.0329081512741241,0.00108294642028064
"M11_combined_two_process_IIW_GEE",-0.0318618808185231,0.0265218414611006,-0.0838446900822803,0.0201209284452342,0.229617413295959,TRUE,0.450000000000017,23502,"","","VS_SH_N","VS","SH",0,1,21160001,0.0318618808185231,-1.20134496940021,FALSE,TRUE,0.103965618527514,-0.0318618808185231,0.00101517944929377
"M12_oracle_combined_IIW_GEE",-0.0309645627316161,0.0265465593513144,-0.0829958190601924,0.0210666935969602,0.243442773735132,TRUE,0.469999999999999,23502,"","","VS_SH_N","VS","SH",0,1,21160001,0.0309645627316161,-1.16642470769316,FALSE,TRUE,0.104062512657153,-0.0309645627316161,0.000958804145160191
"M8_patient_clustered_GEE",0.0165117772047706,0.0354702862084011,-0.0530099837636955,0.0860335381732368,0.641566191144035,TRUE,0.430000000000007,23605,"","","VS_SH_N","VS","SH",0,2,21160002,0.0165117772047706,0.465510120435956,FALSE,TRUE,0.139043521936932,0.0165117772047706,0.000272638786459983
"M9_single_process_IIW_GEE",0.0221539240322241,0.0265869056773114,-0.0299564110953063,0.0742642591597544,0.404695586344432,TRUE,0.480000000000018,23605,"","","VS_SH_N","VS","SH",0,2,21160002,0.0221539240322241,0.833264476171429,FALSE,TRUE,0.104220670255061,0.0221539240322241,0.000490796350025556
"M10_separate_two_process_IIW_GEE",0.0187179927058716,0.0263326804740907,-0.0328940610233462,0.0703300464350893,0.477191154217432,TRUE,0.46999999999997,23605,"","","VS_SH_N","VS","SH",0,2,21160002,0.0187179927058716,0.710827472512288,FALSE,TRUE,0.103224107458436,0.0187179927058716,0.000350363250937062
"M11_combined_two_process_IIW_GEE",0.0173819838407764,0.026367892029698,-0.0342990845374316,0.0690630522189845,0.509760786619075,TRUE,0.5,23605,"","","VS_SH_N","VS","SH",0,2,21160002,0.0173819838407764,0.659210217532718,FALSE,TRUE,0.103362136756416,0.0173819838407764,0.000302133362241013
"M12_oracle_combined_IIW_GEE",0.015604381280039,0.026434873881011,-0.0362079715267426,0.0674167340868206,0.554992703228526,TRUE,0.42999999999995,23605,"","","VS_SH_N","VS","SH",0,2,21160002,0.015604381280039,0.590295280025833,FALSE,TRUE,0.103624705613563,0.015604381280039,0.000243496715132831
"M8_patient_clustered_GEE",0.183474811290856,0.0313391482643631,0.122050080692704,0.244899541889008,4.78468542559406e-09,TRUE,0.560000000000002,24861,"","","VS_SH_A","VS","SH",0.2,1,21260001,0.0165251887091439,5.85449259000737,TRUE,TRUE,0.122849461196303,-0.0165251887091439,0.000273081861872817
"M9_single_process_IIW_GEE",0.149964067148898,0.0266474580475072,0.0977350493757841,0.202193084922012,1.82621702204393e-08,TRUE,0.699999999999989,24861,"","","VS_SH_A","VS","SH",0.2,1,21260001,0.0500359328511018,5.62770628558798,TRUE,TRUE,0.104458035546228,-0.0500359328511018,0.00250359457627997
"M10_separate_two_process_IIW_GEE",0.145186322182464,0.0270139235091161,0.0922390321045966,0.198133612260332,7.67956367121671e-08,TRUE,0.640000000000015,24861,"","","VS_SH_A","VS","SH",0.2,1,21260001,0.0548136778175358,5.37449964028622,TRUE,FALSE,0.105894580155735,-0.0548136778175358,0.00300453927588461
"M11_combined_two_process_IIW_GEE",0.1471538190674,0.0268833527946765,0.0944624475898338,0.199845190544966,4.40511850690565e-08,TRUE,0.519999999999982,24861,"","","VS_SH_A","VS","SH",0.2,1,21260001,0.0528461809326002,5.47378967911099,TRUE,FALSE,0.105382742955132,-0.0528461809326002,0.00279271883916112
"M12_oracle_combined_IIW_GEE",0.148402155919992,0.026798737475293,0.095876630468418,0.200927681371567,3.06548795942109e-08,TRUE,0.560000000000002,24861,"","","VS_SH_A","VS","SH",0.2,1,21260001,0.0515978440800078,5.537654751714,TRUE,TRUE,0.105051050903149,-0.0515978440800078,0.00266233751370479
"M8_patient_clustered_GEE",0.185056520949858,0.0294392401920738,0.127355610173393,0.242757431726322,3.25646160419105e-10,TRUE,0.449999999999989,24115,"","","VS_SH_A","VS","SH",0.2,2,21260002,0.0149434790501421,6.2860494952476,TRUE,TRUE,0.115401821552929,-0.0149434790501421,0.000223307566122035
"M9_single_process_IIW_GEE",0.17562310933196,0.0265281255645849,0.123627983225374,0.227618235438547,3.58565732084752e-11,TRUE,0.569999999999993,24115,"","","VS_SH_A","VS","SH",0.2,2,21260002,0.0243768906680397,6.62026078338597,TRUE,TRUE,0.103990252213173,-0.0243768906680397,0.000594232798641559
"M10_separate_two_process_IIW_GEE",0.173276394619086,0.0261143237983069,0.122092319974404,0.224460469263767,3.23841355423257e-11,TRUE,0.439999999999998,24115,"","","VS_SH_A","VS","SH",0.2,2,21260002,0.0267236053809141,6.63530083939298,TRUE,TRUE,0.102368149289363,-0.0267236053809141,0.000714151084554821
"M11_combined_two_process_IIW_GEE",0.173741075445419,0.0261052197470005,0.122574844741298,0.22490730614954,2.82501463552814e-11,TRUE,0.54000000000002,24115,"","","VS_SH_A","VS","SH",0.2,2,21260002,0.0262589245545806,6.65541516712888,TRUE,TRUE,0.102332461408242,-0.0262589245545806,0.000689531118763157
"M12_oracle_combined_IIW_GEE",0.171130283653933,0.0260469278013363,0.120078305163314,0.222182262144552,5.02897372143589e-11,TRUE,0.45999999999998,24115,"","","VS_SH_A","VS","SH",0.2,2,21260002,0.0288697163460673,6.57007555590312,TRUE,TRUE,0.102103956981238,-0.0288697163460673,0.000833460521902384
